2017 NAICS Code (NAICS),Meaning of NAICS Code (NAICS_LABEL),Meaning of Establishments located in Metropolitan or Micropolitan Statistical Area indicator (METRO_LABEL),Meaning of Employment size of establishments code (EMPSZES_LABEL),Year (YEAR),Number of firms (FIRM),Number of establishments (ESTAB),Number of employees (EMP),(DHS) denominator (DENOM),Number of establishments born during the last 12 months (ESTABS_ENTRY),Rate of establishments born during the last 12 months (ESTABS_ENTRY_RATE),Number of establishments exited during the last 12 months (ESTABS_EXIT),Rate of establishments exited during the last 12 months (ESTABS_EXIT_RATE),Number of jobs created from expanding and opening establishments during the last 12 months (JOB_CREATION),Number of jobs created from opening establishments during the last 12 months (JOB_CREATION_BIRTHS),Number of jobs created from expanding establishments during the last 12 months (JOB_CREATION_CONTINUERS),Rate of jobs created from opening establishments during the last 12 months (JOB_CREATION_RATE_BIRTHS),Rate of jobs created from expanding and opening establishments during the last 12 months (JOB_CREATION_RATE),Number of jobs lost from contracting and closing establishments during the last 12 months (JOB_DESTRUCTION),Number of jobs lost from closing establishments during the last 12 months (JOB_DESTRUCTION_DEATHS),Number of jobs lost from contracting establishments during the last 12 months (JOB_DESTRUCTION_CONTINUERS),Rate of jobs lost from closing establishments during the last 12 months (JOB_DESTRUCTION_RATE_DEATHS),Rate of jobs lost from contracting and closing establishments during the last 12 months (JOB_DESTRUCTION_RATE),Number of net jobs created from expanding/contracting and opening/closing establishments during the last 12 months (NET_JOB_CREATION),Rate of net jobs created from expanding/contracting and opening/closing establishments during the last 12 months (NET_JOB_CREATION_RATE),Rate of reallocation during the last 12 months (REALLOCATION_RATE),Number of firms that exited during the last 12 months (FIRMDEATH_FIRMS),Number of establishments associated with firm deaths during the last 12 months (FIRMDEATH_ESTABS),Number of employees associated with firm deaths during the last 12 months (FIRMDEATH_EMP)
54,"Professional, scientific, and technical services",Total,Establishments with 20 to 499 employees,2016,"45,996","67,294","4,374,025","4,302,206","1,617",2.409,"1,253",1.867,"621,856","167,631","454,225",3.896,14.454,"478,576","129,014","349,562",2.999,11.124,"143,280",3.33,22.248,600,622,"58,607"
54,"Professional, scientific, and technical services",Total,Establishments with 20 to 499 employees,2017,"46,092","68,108","4,442,601","4,371,663","1,207",1.767,"1,580",2.314,"627,226","132,969","494,257",3.042,14.348,"484,197","167,010","317,187",3.82,11.076,"143,029",3.272,22.152,748,766,"69,776"
54,"Professional, scientific, and technical services",Total,Establishments with 20 to 499 employees,2018,"47,096","69,235","4,536,079","4,486,595","1,096",1.58,"1,399",2.016,"582,805","122,495","460,310",2.73,12.99,"485,829","145,249","340,580",3.237,10.828,"96,976",2.161,21.657,672,701,"66,816"
54,"Professional, scientific, and technical services",Total,Establishments with 20 to 499 employees,2019,"47,876","70,390","4,631,171","4,577,277","1,096",1.555,"1,279",1.815,"573,314","116,907","456,407",2.554,12.525,"467,532","143,085","324,447",3.126,10.214,"105,782",2.311,20.428,683,694,"63,752"
54,"Professional, scientific, and technical services",Total,Establishments with 20 to 499 employees,2020,"48,793","72,025","4,808,208","4,731,553","1,289",1.789,"1,335",1.853,"648,692","167,704","480,988",3.544,13.71,"496,098","156,025","340,073",3.298,10.485,"152,594",3.225,20.97,707,728,"65,569"
54,"Professional, scientific, and technical services",Total,Establishments with 500 employees or more,2011,615,"1,125","1,464,777","1,434,852",9,0.801,6,0.534,"191,859","15,046","176,813",1.049,13.371,"133,680","24,024","109,656",1.674,9.317,"58,179",4.055,18.633,D,D,D
54,"Professional, scientific, and technical services",Total,Establishments with 500 employees or more,2012,627,"1,133","1,462,831","1,480,361",15,1.319,24,2.11,"165,439","32,841","132,598",2.218,11.176,"197,834","57,769","140,065",3.902,13.364,"−32,395",−2.188,22.351,D,D,D
54,"Professional, scientific, and technical services",Total,Establishments with 500 employees or more,2013,647,"1,147","1,521,025","1,464,762",29,2.539,19,1.664,"271,636","83,356","188,280",5.691,18.545,"158,740","39,471","119,269",2.695,10.837,"112,896",7.707,21.675,7,7,"15,453"
54,"Professional, scientific, and technical services",Total,Establishments with 500 employees or more,2014,680,"1,197","1,592,736","1,573,908",25,2.099,13,1.092,"234,418","66,709","167,709",4.238,14.894,"191,821","38,246","153,575",2.43,12.188,"42,597",2.706,24.375,D,D,D
54,"Professional, scientific, and technical services",Total,Establishments with 500 employees or more,2015,746,"1,256","1,603,008","1,596,678",21,1.674,18,1.435,"225,108","36,157","188,951",2.265,14.099,"213,911","31,760","182,151",1.989,13.397,"11,197",0.701,26.795,4,4,"7,212"
54,"Professional, scientific, and technical services",Total,Establishments with 500 employees or more,2016,752,"1,284","1,562,044","1,559,468",12,0.933,15,1.167,"151,757","22,047","129,710",1.414,9.731,"147,413","21,960","125,453",1.408,9.453,"4,344",0.279,18.906,5,5,"6,260"
54,"Professional, scientific, and technical services",Total,Establishments with 500 employees or more,2017,746,"1,289","1,561,823","1,550,315",7,0.541,15,1.16,"144,934","9,301","135,633",0.6,9.349,"121,411","36,226","85,185",2.337,7.831,"23,523",1.517,15.663,6,6,"14,565"
54,"Professional, scientific, and technical services",Total,Establishments with 500 employees or more,2018,787,"1,371","1,700,019","1,650,809",15,1.096,9,0.658,"187,814","20,729","167,085",1.256,11.377,"92,443","15,205","77,238",0.921,5.6,"95,371",5.777,11.2,D,D,D
54,"Professional, scientific, and technical services",Total,Establishments with 500 employees or more,2019,841,"1,444","1,761,154","1,754,481",10,0.692,11,0.762,"165,429","15,970","149,459",0.91,9.429,"153,988","24,495","129,493",1.396,8.777,"11,441",0.652,17.554,D,D,D
54,"Professional, scientific, and technical services",Total,Establishments with 500 employees or more,2020,894,"1,497","1,858,930","1,824,039",17,1.136,16,1.069,"215,959","30,893","185,066",1.694,11.84,"147,170","27,953","119,217",1.532,8.068,"68,789",3.771,16.137,3,3,"7,008"
54,"Professional, scientific, and technical services",Total,Establishments with 500 to 999 employees,2011,431,710,"502,732","491,209",7,0.988,4,0.565,"69,804","10,232","59,572",2.083,14.211,"47,819","5,300","42,519",1.079,9.735,"21,985",4.476,19.47,D,D,D
54,"Professional, scientific, and technical services",Total,Establishments with 500 to 999 employees,2012,449,715,"499,839","494,014",11,1.535,14,1.954,"76,927","14,084","62,843",2.851,15.572,"63,897","16,463","47,434",3.333,12.934,"13,030",2.638,25.869,0,0,0
54,"Professional, scientific, and technical services",Total,Establishments with 500 to 999 employees,2013,463,728,"507,164","504,396",17,2.345,11,1.517,"78,260","23,639","54,621",4.687,15.516,"72,798","16,006","56,792",3.173,14.433,"5,462",1.083,28.865,5,5,"8,069"
54,"Professional, scientific, and technical services",Total,Establishments with 500 to 999 employees,2014,475,727,"514,374","505,450",14,1.932,9,1.242,"77,739","21,136","56,603",4.182,15.38,"59,225","13,009","46,216",2.574,11.717,"18,514",3.663,23.435,D,D,D
54,"Professional, scientific, and technical services",Total,Establishments with 500 to 999 employees,2015,531,793,"559,109","553,457",16,2.024,11,1.392,"88,115","21,965","66,150",3.969,15.921,"76,523","14,121","62,402",2.551,13.826,"11,592",2.094,27.653,3,3,"3,737"
54,"Professional, scientific, and technical services",Total,Establishments with 500 to 999 employees,2016,539,806,"560,698","556,665",8,0.989,13,1.608,"66,249","10,917","55,332",1.961,11.901,"58,180","16,895","41,285",3.035,10.452,"8,069",1.45,20.903,5,5,"6,260"
54,"Professional, scientific, and technical services",Total,Establishments with 500 to 999 employees,2017,552,821,"566,653","561,893",7,0.851,10,1.216,"56,777","9,301","47,476",1.655,10.105,"47,493","14,687","32,806",2.614,8.452,"9,284",1.652,16.905,5,5,"7,121"
54,"Professional, scientific, and technical services",Total,Establishments with 500 to 999 employees,2018,584,883,"625,275","608,884",13,1.477,7,0.795,"78,479","16,200","62,279",2.661,12.889,"46,577","9,068","37,509",1.489,7.65,"31,902",5.239,15.299,D,D,D
54,"Professional, scientific, and technical services",Total,Establishments with 500 to 999 employees,2019,616,911,"635,884","630,536",6,0.658,8,0.877,"69,228","8,353","60,875",1.325,10.979,"58,920","11,684","47,236",1.853,9.344,"10,308",1.635,18.689,D,D,D
54,"Professional, scientific, and technical services",Total,Establishments with 500 to 999 employees,2020,646,927,"655,444","638,852",11,1.187,10,1.079,"90,798","14,102","76,696",2.207,14.213,"57,768","13,845","43,923",2.167,9.042,"33,030",5.17,18.085,0,0,0
54,"Professional, scientific, and technical services",Total,"Establishments with 1,000 employees or more",2011,255,415,"962,045","943,644",D,D,D,D,"122,063",D,"117,249",D,12.935,"85,866",D,"67,142",D,9.099,"36,197",3.836,18.199,D,D,D
54,"Professional, scientific, and technical services",Total,"Establishments with 1,000 employees or more",2012,256,418,"962,992","986,347",4,0.95,10,2.375,"88,404","18,757","69,647",1.902,8.963,"133,947","41,306","92,641",4.188,13.58,"−45,543",−4.617,17.926,D,D,D
54,"Professional, scientific, and technical services",Total,"Establishments with 1,000 employees or more",2013,267,419,"1,013,861","960,367",12,2.878,8,1.918,"193,322","59,717","133,605",6.218,20.13,"86,006","23,465","62,541",2.443,8.956,"107,316",11.174,17.911,D,D,D
54,"Professional, scientific, and technical services",Total,"Establishments with 1,000 employees or more",2014,288,470,"1,078,362","1,068,458",11,2.358,4,0.857,"156,696","45,573","111,123",4.265,14.666,"132,580","25,237","107,343",2.362,12.409,"24,116",2.257,24.817,0,0,0
54,"Professional, scientific, and technical services",Total,"Establishments with 1,000 employees or more",2015,306,463,"1,043,899","1,043,221",5,1.078,7,1.509,"137,048","14,192","122,856",1.36,13.137,"137,401","17,639","119,762",1.691,13.171,−353,−0.034,26.274,D,D,D
54,"Professional, scientific, and technical services",Total,"Establishments with 1,000 employees or more",2016,305,478,"1,001,346","1,002,803",4,0.839,D,D,"85,614","11,130","74,484",1.11,8.537,"89,282",D,"84,217",D,8.903,"−3,668",−0.366,17.075,0,0,0
54,"Professional, scientific, and technical services",Total,"Establishments with 1,000 employees or more",2017,283,468,"995,170","988,422",0,0,5,1.063,"88,212",0,"88,212",0,8.925,"73,963","21,539","52,424",2.179,7.483,"14,249",1.442,14.966,D,D,D
54,"Professional, scientific, and technical services",Total,"Establishments with 1,000 employees or more",2018,295,488,"1,074,744","1,041,925",D,D,D,D,"109,435",D,"104,906",D,10.503,"46,002",D,"39,865",D,4.415,"63,433",6.088,8.83,0,0,0
54,"Professional, scientific, and technical services",Total,"Establishments with 1,000 employees or more",2019,321,533,"1,125,270","1,123,946",D,D,3,0.563,"96,308",D,"88,691",D,8.569,"95,107","12,811","82,296",1.14,8.462,"1,201",0.107,16.924,0,0,0
54,"Professional, scientific, and technical services",Total,"Establishments with 1,000 employees or more",2020,350,570,"1,203,486","1,185,187",6,1.053,6,1.053,"125,272","16,791","108,481",1.417,10.57,"89,447","14,108","75,339",1.19,7.547,"35,825",3.023,15.094,3,3,"7,008"
55,Management of companies and enterprises,Total,All establishments,2011,"26,596","50,738","2,964,172","2,916,847","4,305",8.521,"3,871",7.662,"474,271","146,351","327,920",5.017,16.26,"378,298","95,882","282,416",3.287,12.969,"95,973",3.29,25.939,851,885,"12,882"
55,Management of companies and enterprises,Total,All establishments,2012,"26,065","51,553","3,079,184","3,048,884","4,819",9.373,"4,539",8.829,"488,043","123,156","364,887",4.039,16.007,"426,527","119,516","307,011",3.92,13.99,"61,516",2.018,27.979,818,863,"11,297"
55,Management of companies and enterprises,Total,All establishments,2013,"26,001","51,830","3,161,257","3,147,636","3,957",7.651,"3,741",7.233,"492,380","154,231","338,149",4.9,15.643,"468,834","131,675","337,159",4.183,14.895,"23,546",0.748,29.79,647,668,"7,803"
55,Management of companies and enterprises,Total,All establishments,2014,"26,231","52,420","3,255,502","3,253,500","4,219",8.058,"4,094",7.819,"447,916","134,108","313,808",4.122,13.767,"438,582","149,159","289,423",4.585,13.48,"9,334",0.287,26.961,693,722,"11,133"
55,Management of companies and enterprises,Total,All establishments,2015,"26,666","53,070","3,355,890","3,313,588","4,532",8.594,"3,866",7.331,"505,061","158,858","346,203",4.794,15.242,"419,616","92,519","327,097",2.792,12.663,"85,445",2.579,25.327,688,724,"11,301"
55,Management of companies and enterprises,Total,All establishments,2016,"26,881","54,465","3,394,250","3,378,513","5,060",9.418,"3,586",6.674,"462,147","132,610","329,537",3.925,13.679,"432,819","100,141","332,678",2.964,12.811,"29,328",0.868,25.622,704,741,"12,684"
55,Management of companies and enterprises,Total,All establishments,2017,"26,623","55,560","3,529,482","3,447,961","5,506",9.997,"4,534",8.233,"589,163","175,681","413,482",5.095,17.087,"428,559","134,294","294,265",3.895,12.429,"160,604",4.658,24.859,795,823,"15,764"
55,Management of companies and enterprises,Total,All establishments,2018,"25,733","53,897","3,525,854","3,518,153","2,384",4.368,"3,739",6.851,"452,104","82,546","369,558",2.346,12.851,"435,366","133,482","301,884",3.794,12.375,"16,738",0.476,24.75,856,891,"19,112"
55,Management of companies and enterprises,Total,All establishments,2019,"25,201","52,524","3,514,586","3,529,398","2,022",3.802,"3,336",6.273,"381,036","64,965","316,071",1.841,10.796,"414,780","112,815","301,965",3.196,11.752,"−33,744",−0.956,21.592,797,832,"12,278"
55,Management of companies and enterprises,Total,All establishments,2020,"25,031","51,102","3,592,941","3,553,137","2,807",5.416,"4,255",8.21,"511,749","162,131","349,618",4.563,14.403,"428,595","129,962","298,633",3.658,12.062,"83,154",2.34,24.125,828,886,"17,462"
55,Management of companies and enterprises,Total,Establishments with 1 to 4 employees,2011,"8,737","18,563","40,642","40,237","2,829",15.291,"2,705",14.621,"11,361","8,110","3,251",20.156,28.236,"10,581","6,993","3,588",17.38,26.297,780,1.939,52.594,652,668,"1,654"
55,Management of companies and enterprises,Total,Establishments with 1 to 4 employees,2012,"8,154","19,065","42,250","42,141","3,429",18.111,"3,166",16.722,"13,166","9,892","3,274",23.474,31.243,"13,510","9,253","4,257",21.957,32.059,−344,−0.816,62.486,672,696,"2,029"
55,Management of companies and enterprises,Total,Establishments with 1 to 4 employees,2013,"8,120","18,794","40,154","40,817","2,320",12.28,"2,516",13.318,"9,505","6,483","3,022",15.883,23.287,"10,965","6,916","4,049",16.944,26.864,"−1,460",−3.577,46.574,491,505,"1,367"
55,Management of companies and enterprises,Total,Establishments with 1 to 4 employees,2014,"8,064","19,288","41,365","41,107","2,713",14.115,"2,579",13.418,"10,636","7,387","3,249",17.97,25.874,"9,885","6,730","3,155",16.372,24.047,751,1.827,48.095,530,548,"1,401"
55,Management of companies and enterprises,Total,Establishments with 1 to 4 employees,2015,"7,993","18,940","40,750","40,673","2,552",13.401,"2,759",14.488,"10,064","7,208","2,856",17.722,24.744,"9,975","6,961","3,014",17.115,24.525,89,0.219,49.05,515,536,"1,384"
55,Management of companies and enterprises,Total,Establishments with 1 to 4 employees,2016,"8,023","19,796","41,697","41,442","3,008",15.502,"2,224",11.462,"10,800","8,025","2,775",19.365,26.061,"10,168","6,782","3,386",16.365,24.536,632,1.525,49.072,501,517,"1,460"
55,Management of companies and enterprises,Total,Establishments with 1 to 4 employees,2017,"7,795","20,604","42,998","42,478","3,638",17.997,"2,860",14.148,"12,215","9,166","3,049",21.578,28.756,"11,616","7,559","4,057",17.795,27.346,599,1.41,54.692,560,569,"1,571"
55,Management of companies and enterprises,Total,Establishments with 1 to 4 employees,2018,"7,622","19,713","39,155","40,315","1,584",7.913,"2,195",10.965,"6,539","3,995","2,544",9.909,16.22,"8,965","5,894","3,071",14.62,22.237,"−2,426",−6.018,32.44,590,604,"1,646"
55,Management of companies and enterprises,Total,Establishments with 1 to 4 employees,2019,"7,470","19,125","38,301","39,707","1,234",6.307,"2,114",10.805,"6,093","3,525","2,568",8.878,15.345,"9,099","5,874","3,225",14.794,22.916,"−3,006",−7.571,30.69,612,628,"1,638"
55,Management of companies and enterprises,Total,Establishments with 1 to 4 employees,2020,"7,575","18,204","37,168","38,203","1,717",9.114,"2,989",15.865,"7,827","5,354","2,473",14.015,20.488,"9,592","6,976","2,616",18.26,25.108,"−1,765",−4.620,40.976,623,649,"1,794"
55,Management of companies and enterprises,Total,Establishments with 5 to 9 employees,2011,"5,151","7,592","55,638","55,383",484,6.417,385,5.104,"12,071","6,536","5,535",11.801,21.795,"11,527","5,159","6,368",9.315,20.813,544,0.982,41.626,86,89,"1,226"
55,Management of companies and enterprises,Total,Establishments with 5 to 9 employees,2012,"5,096","7,664","56,204","57,024",448,5.819,518,6.728,"12,836","6,167","6,669",10.815,22.51,"14,449","7,144","7,305",12.528,25.339,"−1,613",−2.829,45.02,70,70,911
55,Management of companies and enterprises,Total,Establishments with 5 to 9 employees,2013,"4,945","7,599","55,580","55,563",416,5.486,385,5.077,"11,912","5,808","6,104",10.453,21.439,"11,858","5,303","6,555",9.544,21.342,54,0.097,42.683,65,67,885
55,Management of companies and enterprises,Total,Establishments with 5 to 9 employees,2014,"4,972","7,387","54,641","54,106",484,6.595,387,5.274,"11,428","6,719","4,709",12.418,21.122,"10,323","5,346","4,977",9.881,19.079,"1,105",2.042,38.159,77,79,"1,041"
55,Management of companies and enterprises,Total,Establishments with 5 to 9 employees,2015,"4,973","7,534","54,875","55,091",451,5.992,436,5.793,"11,249","6,183","5,066",11.223,20.419,"11,627","6,011","5,616",10.911,21.105,−378,−0.686,40.838,84,85,"1,138"
55,Management of companies and enterprises,Total,Establishments with 5 to 9 employees,2016,"5,356","7,940","64,358","58,956",991,12.966,397,5.194,"21,666","16,273","5,393",27.602,36.749,"10,836","5,408","5,428",9.173,18.38,"10,830",18.37,36.76,87,87,"1,139"
55,Management of companies and enterprises,Total,Establishments with 5 to 9 employees,2017,"4,761","7,465","55,358","56,908",539,7.159,667,8.859,"13,465","7,287","6,178",12.805,23.661,"16,478","10,127","6,351",17.796,28.956,"−3,013",−5.295,47.322,104,105,"1,497"
55,Management of companies and enterprises,Total,Establishments with 5 to 9 employees,2018,"4,655","7,291","51,563","53,941",226,3.049,468,6.314,"7,632","3,075","4,557",5.701,14.149,"12,378","6,860","5,518",12.718,22.947,"−4,746",−8.799,28.298,127,128,"1,775"
55,Management of companies and enterprises,Total,Establishments with 5 to 9 employees,2019,"4,584","7,053","49,874","51,367",286,4.025,390,5.489,"8,051","3,763","4,288",7.326,15.673,"11,049","5,439","5,610",10.589,21.51,"−2,998",−5.836,31.347,93,97,"1,356"
55,Management of companies and enterprises,Total,Establishments with 5 to 9 employees,2020,"4,473","6,985","49,361","50,542",324,4.613,401,5.709,"8,730","4,394","4,336",8.694,17.273,"11,013","5,609","5,404",11.098,21.79,"−2,283",−4.517,34.546,104,111,"1,501"
55,Management of companies and enterprises,Total,Establishments with 10 to 19 employees,2011,"5,387","7,325","108,271","106,939",405,5.569,301,4.139,"22,461","11,226","11,235",10.498,21.004,"19,828","8,279","11,549",7.742,18.541,"2,633",2.462,37.083,56,56,"1,542"
55,Management of companies and enterprises,Total,Establishments with 10 to 19 employees,2012,"5,311","7,251","106,552","106,448",358,4.944,338,4.668,"23,235","9,846","13,389",9.25,21.828,"22,971","9,553","13,418",8.974,21.58,264,0.248,43.159,43,44,"1,230"
